ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
447.3,3199,1454,1643029,225452,12001519,43212800,1391088
448.3,3213,1457,1645474,226396,12001519,43212800,1392992
449.4,3225,1460,1647857,227315,12001519,43212800,1381280
450.4,3239,1461,1650214,228228,12001519,43212800,1383024
451.4,3250,1464,1652733,229166,12001519,43212800,1375936
452.4,3260,1467,1655163,230058,12001519,43212800,1376512
453.4,3278,1470,1657757,231049,12001519,43212800,1390496
454.4,3289,1474,1660062,231870,12001519,43212800,1380752
455.5,3307,1477,1663139,232968,12001519,43212800,1393040
456.5,3328,1480,1666213,234007,12001519,43212800,1405488
457.5,3338,1483,1668889,234904,12001519,43212800,1391328
458.5,3348,1485,1670910,235625,12001519,43212800,1361680
459.6,3360,1487,1672960,236348,12001519,43212800,1356080
460.6,3368,1491,1676222,237477,12001519,43212800,1419696
461.6,3378,1498,1679351,238657,12001519,43212800,1426048
462.6,3390,1502,1681813,239549,12001519,43212800,1388048
463.6,3401,1506,1684123,240433,12001519,43212800,1387072
464.7,3418,1511,1686775,241431,12001519,43212800,1398752
465.7,3436,1515,1689112,242331,12001519,43212800,1371952
466.7,3454,1519,1691474,243232,12001519,43212800,1376512
467.7,3470,1519,1694030,244230,12001519,43212800,1382416
468.8,3484,1521,1696495,245214,12001519,43212800,1385136
469.8,3494,1525,1698977,246154,12001519,43212800,1385440
470.8,3507,1527,1701308,247034,12001519,43212800,1382032
471.8,3526,1531,1703937,247964,12001519,43212800,1378592
472.9,3545,1534,1706804,248992,12001519,43212800,1378736
473.9,3563,1537,1709858,250057,12001519,43212800,1387552
474.9,3578,1540,1712462,250922,12001519,43212800,1375488
475.9,3587,1545,1714947,251744,12001519,43212800,1370784
477.0,3599,1547,1716882,252463,12001519,43212800,1356000
478.0,3608,1553,1720239,253637,12001519,43212800,1431888
479.0,3621,1561,1723062,254689,12001519,43245568,1396640
480.0,3633,1563,1725629,255658,12001519,43245568,1388320
481.0,3645,1568,1728037,256566,12001519,43245568,1379008
482.1,3657,1570,1730631,257559,12001519,43245568,1376800
483.1,3668,1576,1733061,258484,12001519,43245568,1376592
484.1,3682,1578,1735436,259379,12001519,43245568,1372288
485.1,3695,1582,1737888,260334,12001519,43245568,1382016
486.1,3708,1584,1740268,261272,12001519,43245568,1378928
487.2,3724,1584,1742784,262217,12001519,43245568,1387920
488.2,3740,1587,1745593,263239,12001519,43245568,1394288
489.2,3758,1587,1748165,264157,12001519,43245568,1382640
490.2,3774,1590,1750518,264987,12001519,43245568,1379024
491.2,3794,1594,1753527,266026,12001519,43245568,1393168
492.3,3810,1599,1756031,266873,12001519,43245568,1378880
493.3,3829,1600,1758457,267673,12001519,43245568,1375168
494.3,3844,1602,1760393,268404,12001519,43245568,1373440
495.3,3853,1609,1763660,269555,12001519,43245568,1440688
496.4,3862,1617,1766505,270638,12001519,43278336,1385344
497.4,3875,1618,1769029,271596,12001519,43278336,1357328
498.4,3887,1620,1771492,272552,12001519,43278336,1328800
499.4,3901,1621,1774018,273507,12001519,43278336,1313504
500.4,3910,1627,1776533,274459,12001519,43278336,1347472
501.4,3927,1629,1778976,275359,12001519,43278336,1340960
502.5,3939,1633,1781429,276313,12001519,43278336,1338352
503.5,3950,1637,1783949,277283,12001519,43278336,1335072
504.5,3967,1640,1786575,278286,12001519,43278336,1343552
505.5,3977,1644,1789134,279231,12001519,43278336,1338128
506.5,3988,1646,1791473,280104,12001519,43278336,1337360
507.5,4002,1649,1793842,281035,12001519,43278336,1345776
508.6,4015,1651,1796107,281899,12001519,43278336,1336672
509.6,4031,1652,1798769,282833,12001519,43278336,1354880
510.6,4042,1655,1801124,283725,12001519,43278336,1353536
511.6,4052,1658,1803142,284465,12001519,43278336,1335792
512.6,4061,1660,1805093,285189,12001519,43278336,1322240
513.7,4067,1666,1808657,286474,12001519,43278336,1389312
514.7,4080,1674,1811047,287394,12001519,43315200,1389504
