ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
450.0,3180,1498,1646779,226881,12001519,40427520,1765152
451.0,3195,1502,1649258,227756,12001519,40427520,1766448
452.1,3213,1506,1651875,228670,12001519,40427520,1774528
453.1,3235,1510,1654782,229700,12001519,40427520,1781440
454.1,3251,1512,1657525,230640,12001519,40427520,1773792
455.1,3264,1515,1660051,231596,12001519,40427520,1773184
456.1,3277,1519,1662515,232549,12001519,40427520,1767664
457.2,3288,1521,1664994,233506,12001519,40427520,1764880
458.2,3306,1523,1667465,234400,12001519,40427520,1762592
459.2,3322,1524,1669294,235081,12001519,40427520,1746048
460.2,3336,1529,1671052,235686,12001519,40427520,1738768
461.2,3349,1531,1673934,236715,12001519,40427520,1781840
462.3,3356,1542,1677040,237874,12001519,40460288,1779424
463.3,3365,1549,1679377,238798,12001519,40460288,1761648
464.3,3381,1554,1681713,239623,12001519,40460288,1754048
465.3,3396,1557,1684215,240567,12001519,40460288,1753728
466.3,3412,1561,1686899,241451,12001519,40460288,1761312
467.4,3425,1564,1689592,242346,12001519,40460288,1768400
468.4,3439,1568,1692270,243239,12001519,40460288,1767680
469.4,3451,1569,1694721,244072,12001519,40460288,1761600
470.4,3465,1571,1697342,244977,12001519,40460288,1762464
471.4,3479,1573,1700119,245943,12001519,40460288,1754832
472.5,3495,1577,1702607,246817,12001519,40460288,1765040
473.5,3507,1583,1705031,247745,12001519,40460288,1758384
474.5,3521,1586,1707346,248665,12001519,40460288,1759920
475.5,3540,1590,1709567,249510,12001519,40460288,1750768
476.5,3557,1595,1711915,250366,12001519,40460288,1747584
477.6,3571,1598,1713934,251113,12001519,40460288,1749968
478.6,3586,1599,1715778,251809,12001519,40460288,1745936
479.6,3596,1602,1718357,252755,12001519,40460288,1762944
480.6,3606,1612,1721608,253951,12001519,40493056,1778176
481.7,3615,1616,1723999,254856,12001519,40493056,1765264
482.7,3629,1619,1726455,255780,12001519,40493056,1758656
483.7,3643,1623,1728849,256680,12001519,40493056,1766992
484.7,3660,1626,1731235,257485,12001519,40493056,1756992
485.8,3671,1631,1734016,258398,12001519,40493056,1763568
486.8,3683,1635,1736701,259300,12001519,40493056,1763968
487.8,3697,1637,1739200,260175,12001519,40493056,1768656
488.8,3710,1638,1741949,261119,12001519,40493056,1765328
489.8,3729,1640,1744938,262180,12001519,40493056,1772064
490.9,3749,1643,1747425,263062,12001519,40493056,1761920
491.9,3761,1648,1749901,264007,12001519,40493056,1758000
492.9,3775,1650,1752407,264968,12001519,40493056,1764432
493.9,3787,1654,1754836,265890,12001519,40493056,1758880
495.0,3800,1656,1757188,266739,12001519,40493056,1752320
496.0,3811,1658,1759005,267412,12001519,40493056,1739040
497.0,3826,1661,1761127,268134,12001519,40493056,1733696
498.0,3840,1666,1764371,269289,12001519,40493056,1782784
499.0,3849,1675,1767341,270412,12001519,40493056,1777408
500.1,3861,1680,1769845,271338,12001519,40493056,1752928
501.1,3873,1682,1772172,272218,12001519,40493056,1746512
502.1,3886,1686,1774730,273136,12001519,40493056,1752016
503.1,3897,1689,1777175,273962,12001519,40493056,1766672
504.1,3914,1692,1779806,274835,12001519,40493056,1752160
505.2,3929,1695,1782492,275708,12001519,40493056,1766736
506.2,3946,1695,1784952,276583,12001519,40493056,1766592
507.2,3961,1697,1787572,277510,12001519,40493056,1773424
508.2,3976,1701,1790397,278451,12001519,40493056,1766352
509.2,3990,1706,1792821,279322,12001519,40493056,1764432
510.3,4004,1711,1795216,280236,12001519,40493056,1762592
511.3,4018,1715,1797733,281202,12001519,40493056,1758528
512.3,4034,1716,1800131,282134,12001519,40493056,1760336
513.3,4049,1718,1802556,283026,12001519,40493056,1757344
