ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
349.9,2042,1110,1404606,137897,12001519,32632832,1651632
350.9,2055,1113,1407014,138829,12001519,32665600,1669808
351.9,2063,1117,1409382,139774,12001519,32714752,1679200
352.9,2077,1119,1411836,140721,12001519,32714752,1722544
354.0,2093,1120,1414238,141646,12001519,32763904,1728160
355.0,2110,1122,1416637,142561,12001519,32763904,1719312
356.0,2128,1123,1419006,143480,12001519,32813056,1714000
357.0,2144,1128,1421504,144419,12001519,32862208,1717024
358.0,2159,1132,1423877,145354,12001519,32862208,1711632
359.1,2175,1135,1426348,146314,12001519,32911360,1723552
360.1,2194,1137,1428690,147204,12001519,32911360,1722800
361.1,2209,1139,1431146,148154,12001519,32960512,1727984
362.1,2220,1140,1433146,148914,12001519,33173504,1704864
363.1,2232,1141,1435300,149749,12001519,33697792,1692832
364.1,2238,1147,1438552,150902,12001519,33697792,1724224
365.2,2251,1150,1441443,151990,12001519,33931264,1744000
366.2,2266,1155,1443884,152908,12001519,33947648,1748336
367.2,2282,1160,1446320,153864,12001519,33964032,1764032
368.2,2296,1167,1448688,154795,12001519,33964032,1748672
369.2,2312,1169,1451082,155717,12001519,33964032,1739360
370.3,2320,1174,1453479,156648,12001519,33964032,1732368
371.3,2331,1176,1455872,157567,12001519,33964032,1724208
372.3,2344,1178,1458338,158521,12001519,33964032,1723344
373.3,2355,1181,1460710,159440,12001519,33964032,1725104
374.3,2370,1184,1463203,160389,12001519,33964032,1724736
375.3,2382,1188,1465665,161334,12001519,33964032,1722272
376.4,2394,1192,1468060,162283,12001519,33964032,1724208
377.4,2403,1195,1470530,163233,12001519,33964032,1725584
378.4,2412,1199,1472999,164150,12001519,33964032,1722912
379.4,2425,1200,1475161,164980,12001519,33964032,1723456
380.4,2438,1204,1477005,165696,12001519,33964032,1707760
381.4,2454,1205,1479051,166391,12001519,33964032,1700864
382.5,2464,1210,1482528,167582,12001519,33964032,1719936
383.5,2480,1212,1485384,168559,12001519,33964032,1734320
384.5,2491,1215,1488024,169447,12001519,33964032,1735280
385.5,2504,1218,1490546,170402,12001519,33964032,1741312
386.6,2520,1219,1492966,171334,12001519,33964032,1748176
387.6,2532,1223,1495485,172289,12001519,33964032,1691264
388.6,2544,1226,1497957,173200,12001519,33964032,1620016
389.6,2562,1230,1500521,174091,12001519,33964032,1618496
390.6,2577,1233,1503387,175112,12001519,33964032,1622048
391.7,2592,1234,1505808,176021,12001519,33964032,1619104
392.7,2605,1237,1508362,176999,12001519,33964032,1614064
393.7,2619,1239,1510889,177987,12001519,33964032,1616144
394.7,2636,1242,1513387,178965,12001519,33964032,1610368
395.7,2651,1251,1515856,179906,12001519,33964032,1612080
396.8,2666,1252,1518288,180800,12001519,33964032,1602384
397.8,2676,1255,1520370,181536,12001519,33964032,1592960
398.8,2687,1259,1522509,182296,12001519,33964032,1580976
399.8,2696,1263,1525263,183229,12001519,33964032,1600064
400.9,2704,1269,1528978,184487,12001519,34181120,1653952
401.9,2720,1270,1531198,185293,12001519,34181120,1620592
402.9,2735,1274,1533809,186232,12001519,34181120,1618960
403.9,2745,1278,1536305,187189,12001519,34181120,1608528
404.9,2757,1282,1538718,188109,12001519,34181120,1586704
406.0,2767,1287,1541074,189061,12001519,34181120,1581968
407.0,2779,1290,1543615,189957,12001519,34181120,1599648
408.0,2796,1295,1546120,190842,12001519,34181120,1596352
409.0,2818,1297,1548570,191721,12001519,34181120,1606064
410.1,2831,1300,1550964,192656,12001519,34181120,1596816
411.1,2841,1306,1553494,193588,12001519,34181120,1599856
412.1,2854,1311,1556110,194572,12001519,34181120,1601616
413.1,2870,1312,1558653,195569,12001519,34181120,1606304
414.1,2883,1316,1561325,196473,12001519,34181120,1613264
