ts_s,utime_cs,stime_cs,minflt,majflt,rchar,read_bytes,VmRSS_kB
335.7,1732,1096,1368289,124993,12001519,32849920,1800912
336.8,1744,1098,1370712,125895,12001519,32849920,1792832
337.8,1759,1101,1373209,126773,12001519,32849920,1800800
338.8,1771,1105,1375787,127654,12001519,32849920,1809632
339.8,1783,1109,1378166,128513,12001519,32849920,1809680
340.8,1795,1113,1380760,129508,12001519,32849920,1809440
341.9,1809,1115,1383233,130457,12001519,32849920,1807232
342.9,1821,1116,1385715,131409,12001519,32849920,1800736
343.9,1834,1120,1388214,132404,12001519,32849920,1809760
344.9,1848,1125,1390683,133327,12001519,32849920,1800128
345.9,1869,1126,1393086,134227,12001519,32849920,1800640
347.0,1888,1128,1395381,135121,12001519,32849920,1785504
348.0,1900,1132,1397863,136072,12001519,32849920,1809136
349.0,1915,1135,1400216,136968,12001519,32849920,1816832
350.0,1926,1138,1402295,137745,12001519,32849920,1804864
351.0,1949,1139,1404485,138685,12001519,34635776,1806752
352.1,1961,1144,1407144,139652,12001519,34635776,1830112
353.1,1969,1151,1410413,140888,12001519,34750464,1819792
354.1,1980,1154,1412724,141804,12001519,34832384,1817488
355.1,1991,1158,1415192,142715,12001519,34881536,1814752
356.1,2003,1159,1417705,143567,12001519,34914304,1818752
357.2,2016,1163,1420180,144435,12001519,34963456,1813104
358.2,2030,1167,1422561,145323,12001519,34963456,1809168
359.2,2043,1170,1425001,146255,12001519,35012608,1779536
360.2,2057,1175,1427308,147176,12001519,35012608,1773680
361.2,2070,1180,1429697,148098,12001519,35061760,1791264
362.3,2084,1183,1432258,149052,12001519,35110912,1792416
363.3,2098,1184,1434909,149978,12001519,35110912,1795024
364.3,2111,1187,1437306,150918,12001519,35160064,1804944
365.3,2126,1188,1439811,151894,12001519,35160064,1795840
366.3,2142,1191,1442232,152813,12001519,35209216,1774720
367.3,2165,1193,1444940,153768,12001519,35258368,1802480
368.4,2182,1196,1447100,154543,12001519,35258368,1773776
369.4,2196,1200,1449270,155393,12001519,35258368,1760368
370.4,2206,1206,1452662,156609,12001519,35258368,1829248
371.4,2218,1214,1455554,157678,12001519,35278848,1809504
372.5,2231,1214,1457975,158590,12001519,35278848,1796144
373.5,2242,1219,1460418,159464,12001519,35278848,1818160
374.5,2256,1221,1462913,160324,12001519,35278848,1811856
375.5,2271,1223,1465443,161156,12001519,35278848,1800144
376.5,2288,1227,1467517,161944,12001519,35278848,1784816
377.5,2301,1230,1469827,162854,12001519,35278848,1780768
378.6,2310,1235,1472215,163772,12001519,35278848,1792576
379.6,2320,1240,1474749,164722,12001519,35278848,1784784
380.6,2329,1245,1477375,165659,12001519,35278848,1789936
381.6,2343,1248,1479871,166621,12001519,35278848,1788784
382.6,2356,1252,1482245,167537,12001519,35278848,1804224
383.7,2371,1255,1484659,168474,12001519,35278848,1781584
384.7,2384,1257,1487103,169408,12001519,35278848,1773760
385.7,2398,1261,1489549,170306,12001519,35278848,1773104
386.7,2407,1267,1491698,171120,12001519,35278848,1755136
387.7,2419,1269,1493851,171928,12001519,35278848,1759392
388.7,2429,1274,1497568,173280,12001519,35278848,1802928
389.8,2447,1281,1499928,174200,12001519,35311616,1785792
390.8,2460,1285,1502350,175081,12001519,35311616,1782512
391.8,2475,1288,1504547,175843,12001519,35311616,1792880
392.8,2490,1291,1507142,176764,12001519,35311616,1797984
393.8,2500,1297,1509607,177624,12001519,35311616,1797216
394.9,2512,1299,1511978,178535,12001519,35311616,1802608
395.9,2523,1302,1514313,179412,12001519,35311616,1794000
396.9,2540,1303,1516744,180369,12001519,35311616,1800112
397.9,2559,1304,1519211,181302,12001519,35311616,1817680
398.9,2577,1309,1521591,182211,12001519,35311616,1810000
400.0,2596,1310,1524040,183137,12001519,35311616,1811968
401.0,2616,1313,1526479,184101,12001519,35311616,1815232
402.0,2630,1316,1528721,184961,12001519,35311616,1809328
403.0,2646,1317,1531305,185979,12001519,35311616,1813520
404.0,2657,1319,1533377,186756,12001519,35311616,1812256
405.1,2671,1321,1535483,187591,12001519,35311616,1788944
406.1,2683,1324,1537787,188479,12001519,35311616,1778464
407.1,2689,1330,1541461,189780,12001519,35311616,1855744
408.1,2702,1339,1543760,190718,12001519,35315712,1872080
409.1,2719,1342,1546116,191588,12001519,35315712,1882192
410.2,2737,1345,1548420,192459,12001519,35315712,1887968
411.2,2757,1349,1550652,193287,12001519,35315712,1890976
412.2,2768,1353,1553043,194219,12001519,35315712,1888032
413.2,2779,1356,1555433,195156,12001519,35315712,1873552
414.2,2788,1361,1557823,196104,12001519,35315712,1858176
415.2,2800,1364,1560327,197081,12001519,35315712,1815248
416.3,2813,1364,1562769,198015,12001519,35315712,1807824
417.3,2830,1366,1565176,198942,12001519,35315712,1810480
418.3,2851,1368,1567585,199857,12001519,35315712,1812624
419.3,2871,1370,1569934,200796,12001519,35315712,1811952
420.3,2888,1375,1572528,201694,12001519,35315712,1820784
421.4,2904,1378,1575026,202556,12001519,35315712,1818144
422.4,2913,1382,1577269,203405,12001519,35315712,1811040
423.4,2928,1384,1579601,204271,12001519,35315712,1794576
424.4,2937,1388,1582253,205264,12001519,35315712,1814208
425.4,2944,1398,1585536,206467,12001519,35348480,1850880
426.5,2958,1401,1587893,207377,12001519,35348480,1821360
427.5,2972,1403,1590319,208282,12001519,35348480,1820128
428.5,2983,1406,1592796,209210,12001519,35348480,1828240
429.5,2995,1408,1595062,210040,12001519,35348480,1826720
430.5,3006,1411,1597258,210910,12001519,35348480,1807392
431.5,3018,1414,1599726,211835,12001519,35348480,1806400
432.6,3033,1417,1602060,212730,12001519,35348480,1800912
433.6,3048,1423,1604475,213647,12001519,35348480,1809088
434.6,3063,1428,1606974,214599,12001519,35348480,1812512
435.6,3080,1433,1609445,215518,12001519,35348480,1812992
436.7,3093,1435,1611990,216497,12001519,35348480,1816624
437.7,3104,1439,1614516,217466,12001519,35348480,1814800
438.7,3119,1444,1617298,218447,12001519,35348480,1827584
439.7,3136,1446,1619939,219364,12001519,35348480,1825872
440.8,3153,1449,1622021,220138,12001519,35348480,1794448
441.8,3168,1451,1623933,220901,12001519,35348480,1771744
442.8,3178,1454,1627540,222191,12001519,35348480,1856464
443.8,3190,1462,1630183,223217,12001519,35385344,1838144
444.9,3203,1462,1632650,224141,12001519,35385344,1822352
445.9,3214,1465,1635155,225063,12001519,35385344,1834992
446.9,3227,1468,1637457,225923,12001519,35385344,1832752
447.9,3241,1472,1639791,226833,12001519,35385344,1831728
448.9,3251,1476,1642160,227745,12001519,35385344,1824432
450.0,3262,1482,1644930,228816,12001519,35385344,1829312
451.0,3272,1488,1647480,229792,12001519,35385344,1829152
452.0,3285,1489,1649901,230720,12001519,35385344,1816944
453.0,3297,1492,1652486,231702,12001519,35385344,1820032
454.0,3313,1496,1654864,232644,12001519,35385344,1824064
455.1,3329,1499,1657102,233499,12001519,35385344,1818544
456.1,3343,1504,1660200,234539,12001519,35385344,1823040
457.1,3357,1505,1662555,235396,12001519,35385344,1818864
458.1,3369,1507,1664697,236245,12001519,35385344,1804016
459.1,3381,1510,1666722,236970,12001519,35385344,1778208
460.1,3391,1513,1669990,238122,12001519,35385344,1812496
461.2,3402,1521,1673026,239176,12001519,35418112,1854176
462.2,3418,1524,1675509,240036,12001519,35418112,1870656
463.2,3434,1528,1677961,240887,12001519,35418112,1892736
464.2,3446,1531,1680394,241715,12001519,35418112,1873936
465.2,3460,1533,1682864,242568,12001519,35418112,1880896
466.3,3474,1536,1685438,243450,12001519,35418112,1881760
467.3,3486,1541,1687903,244376,12001519,35418112,1881728
468.3,3502,1543,1690214,245287,12001519,35418112,1873648
469.3,3518,1547,1692739,246233,12001519,35598336,1867888
470.3,3534,1550,1695037,247107,12001519,35713024,1872832
471.3,3549,1552,1697510,248041,12001519,35827712,1879568
472.4,3563,1554,1699932,248989,12001519,35942400,1883504
473.4,3574,1555,1702496,249982,12001519,36368384,1888144
474.4,3598,1558,1705511,250979,12001519,36384768,1898464
